source_node_id,target_node_id,edge_type,weight,evidence_id,attributes_json
evidence:ev-00376,source:forum,from_source,1.0,ev-00376,"{""evidence_id"": ""ev-00376""}"
evidence:ev-00361,source:public_social,from_source,1.0,ev-00361,"{""evidence_id"": ""ev-00361""}"
evidence:ev-00365,source:public_social,from_source,1.0,ev-00365,"{""evidence_id"": ""ev-00365""}"
evidence:ev-00384,source:public_social,from_source,1.0,ev-00384,"{""evidence_id"": ""ev-00384""}"
evidence:ev-00385,source:public_social,from_source,1.0,ev-00385,"{""evidence_id"": ""ev-00385""}"
evidence:ev-00357,source:official,from_source,1.0,ev-00357,"{""evidence_id"": ""ev-00357""}"
evidence:ev-00358,source:official,from_source,1.0,ev-00358,"{""evidence_id"": ""ev-00358""}"
evidence:ev-00362,source:official,from_source,1.0,ev-00362,"{""evidence_id"": ""ev-00362""}"
evidence:ev-00367,source:official,from_source,1.0,ev-00367,"{""evidence_id"": ""ev-00367""}"
evidence:ev-00391,source:official,from_source,1.0,ev-00391,"{""evidence_id"": ""ev-00391""}"
evidence:ev-00393,source:official,from_source,1.0,ev-00393,"{""evidence_id"": ""ev-00393""}"
evidence:ev-00360,source:public_social,from_source,1.0,ev-00360,"{""evidence_id"": ""ev-00360""}"
evidence:ev-00389,source:news,from_source,1.0,ev-00389,"{""evidence_id"": ""ev-00389""}"
evidence:ev-00394,source:news,from_source,1.0,ev-00394,"{""evidence_id"": ""ev-00394""}"
evidence:ev-00371,source:public_web,from_source,1.0,ev-00371,"{""evidence_id"": ""ev-00371""}"
evidence:ev-00387,source:public_web,from_source,1.0,ev-00387,"{""evidence_id"": ""ev-00387""}"
evidence:ev-00397,source:public_web,from_source,1.0,ev-00397,"{""evidence_id"": ""ev-00397""}"
evidence:ev-00370,source:news,from_source,1.0,ev-00370,"{""evidence_id"": ""ev-00370""}"
evidence:ev-00392,source:news,from_source,1.0,ev-00392,"{""evidence_id"": ""ev-00392""}"
evidence:ev-00430,source:official,from_source,1.0,ev-00430,"{""evidence_id"": ""ev-00430""}"
evidence:ev-00431,source:official,from_source,1.0,ev-00431,"{""evidence_id"": ""ev-00431""}"
evidence:ev-00433,source:official,from_source,1.0,ev-00433,"{""evidence_id"": ""ev-00433""}"
evidence:ev-00434,source:official,from_source,1.0,ev-00434,"{""evidence_id"": ""ev-00434""}"
evidence:ev-02554,source:official,from_source,1.0,ev-02554,"{""evidence_id"": ""ev-02554""}"
evidence:ev-00438,source:public_interaction,from_source,1.0,ev-00438,"{""evidence_id"": ""ev-00438""}"
